TaskID,Target,AccMeanX,AccMeanY,AccMeanZ,AccCovX,AccCovY,AccCovZ,AccSkewX,AccSkewY,AccSkewZ,AccKurtX,AccKurtY,AccKurtZ,AccSumX,AccSumY,AccSumZ,AccMinX,AccMinY,AccMinZ,AccMaxX,AccMaxY,AccMaxZ,AccVarX,AccVarY,AccVarZ,AccMedianX,AccMedianY,AccMedianZ,AccStdX,AccStdY,AccStdZ,GyroMeanX,GyroMeanY,GyroMeanZ,GyroCovX,GyroCovY,GyroCovZ,GyroSkewX,GyroSkewY,GyroSkewZ,GyroSumX,GyroSumY,GyroSumZ,GyroKurtX,GyroKurtY,GyroKurtZ,GyroMinX,GyroMinY,GyroMinZ,GyroMaxX,GyroMaxY,GyroMaxZ,GyroVarX,GyroVarY,GyroVarZ,GyroMedianX,GyroMedianY,GyroMedianZ,GyroStdX,GyroStdY,GyroStdZ,predicted_class,predicted_confidence,DI_norm,RI_norm,alert_type,alert_severity,alert_explanation
5,,0.29417201450892855,-0.0008196149553571429,-0.9843052455357143,0.26969605863254603,-298.7282637240491,-0.11218603705607008,0.6914449380781119,1.804322784938361,-2.5726284062924294,-0.1531799923569226,2.0753437251732576,7.923245539396535,4.118408203125,-0.011474609375,-13.7802734375,0.196044921875,-0.193359375,-1.32861328125,0.44482421875,0.59326171875,-0.889892578125,0.006294364785100078,0.059947679658512484,0.01219374792916434,0.28271484375,-0.1043701171875,-0.965087890625,0.07933703287305417,0.2448421525361033,0.1104253047501538,-0.6205016357688115,4.309705561613958,7.649945474372956,-4.338648333781472,0.5269172775942305,1.7817868832246473,-0.39693123988663037,-1.0887401783364996,1.7808108830654206,-8.68702290076336,60.33587786259542,107.09923664122138,-0.15011685163287591,1.9735138734727302,2.036393793457206,-5.786259541984733,-1.435114503816794,-1.557251908396946,3.442748091603054,7.106870229007634,39.41984732824427,7.247609100881054,5.1567975174991085,185.79250677648207,-0.7442748091603053,4.270992366412214,1.0343511450381682,2.6921383881370318,2.270858321758341,13.630572503621485,3,0.7699384184499952,0.009174311926605505,1.0,Road Advisory,2,Severe road irregularities detected. Expect reduced vehicle comfort and control.
63,,0.1929931640625,-0.17401123046875,-0.9910685221354166,0.8561019315879683,-1.0411039159485165,-0.070120246268849,-0.3190206920381768,-1.1790517670173497,-0.05490455115176874,-1.1300907603564951,-0.010531474866508184,-0.6921334692935392,2.31591796875,-2.088134765625,-11.892822265625,-0.09765625,-0.533447265625,-1.102783203125,0.39501953125,0.02880859375,-0.884765625,0.027298249981620094,0.03282031281427904,0.004829411705334982,0.18212890625,-0.110107421875,-0.994384765625,0.16522182053717993,0.18116377346003543,0.06949396884143963,0.2849872773536893,4.048982188295166,-5.942111959287531,10.856297093040354,0.8650392102331765,-2.7464084186076243,0.14311498693439623,-0.28692605299940604,-1.4256073445444897,3.419847328244271,48.587786259541986,-71.30534351145037,0.12368297061835953,-0.5939171845110089,0.5671498375800947,-5.496183206106871,-2.16793893129771,-40.89312977099237,5.83206106870229,9.580152671755725,6.160305343511451,9.572257744392235,12.267704873453374,266.3249806202577,-0.3549618320610686,4.595419847328245,1.320610687022901,3.093906550688342,3.5025283544110493,16.31946630929632,2,0.8481394858690807,0.46788990825688076,0.1559633027522936,Driver Warning,1,Driving inputs are slightly aggressive. Maintain smoother control.
77,,0.18450927734375,-0.07401529947916667,-0.9898478190104166,0.04084240644141754,-0.11506472707414293,-0.009353865060054731,0.8482805800379899,0.2569211289910557,0.22333609384858838,-0.002224779223400475,1.6771033292900972,-0.8005119914456804,2.214111328125,-0.88818359375,-11.878173828125,0.17529296875,-0.090576171875,-1.004150390625,0.199951171875,-0.055908203125,-0.975830078125,5.678832530975342e-05,7.253162788622306e-05,8.572728344888397e-05,0.183349609375,-0.07373046875,-0.9912109375,0.00753580289748567,0.008516550233881266,0.009258902929012916,-0.7372773536895675,4.141221374045801,0.8027989821882952,-0.26641221774528,0.03646619859372913,0.22570420787768933,0.43605802137968774,0.38986236975888156,-0.4935438385495953,-8.84732824427481,49.69465648854962,9.633587786259541,0.03775992905052572,-0.5585568464942963,0.16784280969865595,-1.061068702290076,3.931297709923664,0.4351145038167939,-0.3969465648854962,4.412213740458015,1.045801526717557,0.038580696540605613,0.022805409729248664,0.0328316672935285,-0.7442748091603053,4.122137404580153,0.7900763358778626,0.19641969488980887,0.15101460104655,0.1811951083598244,3,0.6712987854858611,0.29357798165137616,0.09174311926605505,,0,
64,,0.1602783203125,-0.21457926432291666,-1.0097452799479167,1.1549264188398796,-1.2839176092633382,-0.11503908257067615,-0.7103464203700028,-1.3315206662998178,-0.07371657888105543,-1.093796452403414,0.4045828220347314,0.12079887655742194,1.92333984375,-2.574951171875,-12.116943359375,-0.12841796875,-0.79345703125,-1.217041015625,0.3515625,0.045654296875,-0.802490234375,0.034265588630329476,0.07590140492627116,0.013493185242017109,0.2005615234375,-0.109130859375,-1.0028076171875,0.18510966649618674,0.2755020960469651,0.11616017063527889,0.4611959287531806,3.0006361323155217,-7.900127226463105,9.505266775069861,2.024288384083969,-2.2882622631582668,0.5845372322036939,-0.9773612820646215,-1.4596061990538436,5.534351145038167,36.00763358778626,-94.80152671755725,-0.29650291966212405,0.6258522549174641,0.6834069333905113,-5.305343511450381,-9.282442748091604,-45.94656488549618,9.229007633587786,11.99236641221374,5.809160305343512,19.217617730830828,36.8953330578673,326.7982842527012,0.0648854961832061,4.297709923664122,0.6641221374045801,4.3837903383750945,6.074152867508958,18.077563006464704,2,0.8677690093939775,0.7614678899082569,0.5045871559633027,Driver Warning,2,Aggressive driving behavior detected. Reduce speed and steering intensity.
45,,0.359130859375,-0.13001844618055555,-0.9861111111111112,0.35537663270122977,-0.6565966124810616,-0.07533678032137239,-0.10505887376188233,-2.305760723775157,0.8105387151816736,-1.0852859906566499,5.975044791712763,0.7297314320873278,3.232177734375,-1.170166015625,-8.875,0.17919921875,-0.3427734375,-1.081298828125,0.548583984375,-0.063720703125,-0.838623046875,0.016288578510284424,0.00728798078166114,0.0055190689033932155,0.332275390625,-0.104248046875,-0.989990234375,0.12762671550378638,0.085369671322204,0.07429043615024222,-1.6318914334181513,3.5708227311280742,0.33163698049194235,-1.3676929522251475,0.8289919619968168,5.8245882199112105,-0.5391284553476863,-0.47878414530475216,0.3047763018402677,-14.687022900763361,32.13740458015267,2.984732824427481,-0.14045406039736985,1.344125060152634,-0.42301066928757436,-5.053435114503817,-2.152671755725191,-2.145038167938931,1.748091603053435,8.442748091603054,3.763358778625954,4.981495509844675,8.762685417192733,3.7312672791665857,-0.8854961832061069,3.969465648854962,0.8549618320610687,2.2319264122825992,2.960183341820694,1.9316488498602913,1,0.6942412337540783,0.7981651376146789,0.4954128440366973,Driver Warning,2,Aggressive driving behavior detected. Reduce speed and steering intensity.
15,,0.2578125,0.08797781808035714,-1.0113874162946428,0.47112113962878827,3.3200516629338703,-0.11727887263237059,-1.4161064180664757,1.171508959872878,-0.48261694284882206,2.831887542090783,0.7070502989151812,-0.16226515634569783,3.609375,1.231689453125,-14.159423828125,-0.0634765625,-0.23681640625,-1.230712890625,0.41943359375,0.7685546875,-0.8125,0.014752754798302284,0.08531709457491782,0.014069370188555875,0.284912109375,-0.036376953125,-0.9925537109375,0.12146091881054698,0.29209090121898323,0.11861437597760179,-2.064885496183206,6.0719738276990185,11.938931297709924,-1.455907679911151,0.7633986601872942,1.1830451925228782,-0.9049463234183945,0.675702468240427,0.8790880928903013,-28.908396946564885,85.00763358778626,167.14503816793894,-0.3609141737121755,1.141575368706544,-0.6513451533677732,-8.251908396946565,-2.0,-0.4809160305343512,1.183206106870229,16.79389312977099,40.48091603053435,9.037735383898195,21.486346181060938,199.4957170328069,-0.6564885496183206,4.458015267175572,5.0458015267175576,3.006282652030277,4.635336684757747,14.124295275616653,3,0.8055829652330603,0.9174311926605505,0.45871559633027525,Driver Warning,3,Highly aggressive driving detected. Immediate correction recommended.
1,,0.24647739955357142,0.023507254464285716,-0.9690638950892857,0.5185757340248727,11.184795968795108,-0.08961981501265398,-0.33833548914621836,1.6055205703085844,0.7796660974811515,-0.8772729400839814,1.6786009582400432,1.7879905879217546,3.45068359375,0.3291015625,-13.56689453125,0.00146484375,-0.209716796875,-1.12548828125,0.431396484375,0.652099609375,-0.760498046875,0.016337236205300136,0.06912894825358967,0.007542458209362659,0.2474365234375,-0.09619140625,-0.99755859375,0.12781719839403513,0.26292384496958365,0.0868473270133437,-1.9182115594329334,3.827153762268265,8.761723009814613,-1.6368890198223802,0.999749088178783,1.677343426134162,-0.8074897087902075,0.1334109020138751,1.5384051718014162,-26.85496183206107,53.58015267175571,122.66412213740459,1.7800707260457695,-0.5697603865160392,1.0000194189207852,-9.473282442748092,-3.297709923664122,-1.244274809160305,3.66412213740458,9.412213740458014,40.45801526717558,9.858968489118249,14.639756578134294,215.9847164955551,-1.1450381679389314,2.9618320610687023,0.8320610687022901,3.139899439332134,3.826193484147697,14.696418492120966,3,0.8073095798681476,0.944954128440367,0.7064220183486238,Safety Alert,3,High-risk situation: Reduce speed and avoid sudden steering or braking until road conditions improve.
97,,0.25638253348214285,-0.054896763392857144,-0.9790736607142857,1.245725654575987,-3.96981016653552,-0.05942970655662226,1.1785532515353796,-1.147348044806464,0.24417665758799442,-0.816091275255026,-0.7754751208096256,-1.1002916182195506,1.794677734375,-0.38427734375,-6.853515625,0.0107421875,-0.396728515625,-1.058837890625,0.747802734375,0.11767578125,-0.892822265625,0.1020050531341916,0.04749336696806409,0.0033856176194690516,0.102294921875,0.037841796875,-1.005859375,0.3193822993438923,0.21792972942685926,0.058186060353567944,-1.2693565976008725,4.692475463467829,0.797164667393675,-1.7043239469888134,0.32043377974346393,0.34062378098954216,-0.3735552982725542,0.4460332835239014,-0.9003150117536108,-8.885496183206108,32.847328244274806,5.580152671755725,-1.120222191370865,0.4908365501077103,-0.3929224763252188,-4.419847328244275,2.610687022900763,0.3282442748091603,1.480916030534351,7.251908396946565,1.045801526717557,4.680277262119812,2.260896107175461,0.07373030209694736,-1.137404580152672,4.847328244274809,0.9389312977099236,2.16339484655941,1.5036276491124594,0.27153324307890436,4,0.8633240881237506,0.48623853211009177,0.07339449541284404,Driver Warning,1,Driving inputs are slightly aggressive. Maintain smoother control.
94,,0.27622767857142855,-0.08841378348214286,-1.0441545758928572,1.2792113519632053,-2.256435083517433,-0.040576981510699835,0.3623537895649697,-0.6571989966261739,-0.3795450282352174,-2.615645020137611,-1.744312296490751,0.24130319343273587,1.93359375,-0.618896484375,-7.30908203125,-0.07958984375,-0.3583984375,-1.115478515625,0.695068359375,0.1064453125,-0.9912109375,0.12485875402178082,0.03980023520333426,0.001795101733434768,0.038330078125,0.031982421875,-1.0419921875,0.35335358215501483,0.19949996291562128,0.04236864092031709,-1.0130861504907307,4.7470010905125415,0.20610687022900762,-2.292071056715258,0.49082599270138266,6.24620598149287,0.13192364351060143,0.1610411762802999,-1.017983889839481,-7.091603053435115,33.22900763358779,1.4427480916030533,-0.5588258080279838,-1.2167742565325552,-0.5851085678301313,-3.877862595419847,1.992366412213741,-1.916030534351145,2.595419847328244,7.984732824427481,1.389312977099237,5.3919879238916595,5.428674097691055,1.6573626245556783,-0.5267175572519084,4.541984732824427,0.7251908396946565,2.322065443498882,2.329951522605364,1.2873859656512021,4,0.8586051584908766,0.45871559633027525,0.3211009174311927,Driver Warning,1,Driving inputs are slightly aggressive. Maintain smoother control.
29,,0.3666449652777778,-0.17032877604166666,-0.9582790798611112,0.3725688296750616,-0.7417253501643412,-0.09898460182054167,-0.016189461585840205,0.579541702338214,0.1565282004244466,-1.6953026856273445,1.5775493564421508,0.5879962747130314,3.2998046875,-1.532958984375,-8.62451171875,0.18212890625,-0.375244140625,-1.12451171875,0.556396484375,0.08056640625,-0.81005859375,0.01865969267156389,0.01596108078956604,0.008997446960873075,0.380615234375,-0.1875,-0.981689453125,0.13660048561979526,0.12633717105256884,0.09485487315300714,-0.1755725190839695,5.150127226463104,0.5089058524173028,-6.702636109237502,0.47447212616633605,2.583137626995511,-0.5062176675467529,-0.4882599674520356,-1.7543819832695096,-1.5801526717557255,46.351145038167935,4.580152671755725,1.1238824877029518,0.12375834933742791,3.0768001857540135,-2.488549618320611,0.648854961832061,-2.465648854961832,1.580152671755725,8.717557251908397,1.931297709923664,1.3848551949187113,5.9711409591515645,1.7281044228191829,-0.2290076335877863,4.908396946564886,0.9541984732824428,1.1767987062020044,2.443591815167084,1.3145738559773592,1,0.5928665404644231,0.6422018348623854,0.5229357798165137,Driver Warning,2,Aggressive driving behavior detected. Reduce speed and steering intensity.
